0.6742788 0.670131 0.8181094 0.90759516 0.18955512 0.00523967 0.6669448 0.42468035 0.35055077 0.5795455 output (0, 3) (0, 1) (0, 4) (2, 4)
0.8766992 0.22932635 0.35134265 0.19753322 0.8083684 0.5167434 0.92943037 0.94364375 0.87518513 0.43301973 output (0, 4) (0, 1) (2, 4) (2, 3)
0.9775115 0.33726925 0.22936796 0.9252441 0.20266439 0.38949266 0.18720086 0.4144984 0.14187679 0.83865863 output (0, 2) (1, 4) (2, 3) (3, 4)
0.89963675 0.18181917 0.27428246 0.24919124 0.007388184 0.5634642 0.29897693 0.38042903 0.34352884 0.3534244 output (0, 4) (1, 4) (2, 3) (3, 4)
0.49280086 0.41622475 0.12369588 0.99335235 0.026859278 0.13420019 0.20401394 0.7625155 0.25676632 0.0101704635 output (0, 3) (0, 4) (1, 3) (2, 4)
0.08263679 0.54114157 0.8431459 0.08700257 0.92974186 0.45772502 0.89347875 0.96096045 0.37317532 0.7521553 output (0, 4) (1, 2) (2, 3) (3, 4)
0.6684707 0.72874707 0.8898407 0.63760036 0.30254877 0.9401744 0.9846428 0.92887056 0.3780272 0.118682295 output (0, 1) (0, 2) (0, 4) (1, 3)
0.220048 0.39275736 0.6491804 0.5037371 0.9961245 0.8812247 0.76090467 0.45039257 0.34914392 0.06437493 output (0, 4) (0, 1) (1, 3) (2, 3)
0.4928216 0.82055914 0.81580615 0.42184147 0.3662764 0.042237956 0.23486657 0.016381877 0.1283895 0.8678514 output (0, 4) (0, 1) (1, 2) (2, 3)
0.758629 0.75892067 0.41514003 0.057316344 0.29692233 0.92961055 0.95622563 0.819992 0.35662878 0.9323678 output (0, 3) (0, 4) (0, 1) (2, 4)
0.8722861 0.6578228 0.46137673 0.12035181 0.19486901 0.16847555 0.25619274 0.5524574 0.8806696 0.2489457 output (0, 4) (1, 2) (1, 4) (2, 3)
0.42553395 0.6537189 0.51011544 0.2836976 0.19679962 0.44230676 0.8384023 0.81723595 0.6045404 0.8624101 output (0, 4) (0, 2) (1, 2) (3, 4)
0.059330624 0.6755197 0.80191326 0.93892914 0.86811346 0.71592665 0.37081048 0.13821 0.3511287 0.6317928 output (0, 4) (1, 2) (2, 4) (3, 4)
0.97755516 0.28811765 0.56964815 0.42186853 0.4426877 0.65709186 0.6105018 0.8272244 0.23439401 0.29501086 output (0, 1) (1, 2) (1, 4) (2, 3)
0.6086093 0.78146875 0.5310481 0.84754753 0.76662564 0.65721816 0.40713662 0.5650172 0.0011955275 0.23481034 output (0, 1) (0, 2) (0, 3) (3, 4)
0.18926919 0.9522175 0.51680595 0.36029798 0.57320976 0.2752445 0.239568 0.98559004 0.7581382 0.4684442 output (0, 3) (0, 1) (1, 2) (1, 4)
0.55595815 0.48098707 0.35531157 0.071638756 0.83550847 0.9768022 0.73648745 0.6098538 0.24870063 0.43011895 output (0, 3) (0, 4) (1, 4) (2, 3)
0.13951929 0.14709914 0.091772094 0.6067923 0.28143612 0.9755127 0.24164115 0.9258316 0.018925572 0.9290804 output (0, 1) (1, 4) (2, 3) (3, 4)
0.34793103 0.28811082 0.067286685 0.6092355 0.47774032 0.440155 0.25025192 0.8721557 0.881196 0.21167386 output (0, 2) (0, 1) (1, 3) (2, 4)
0.5004674 0.7346256 0.6467526 0.8297946 0.5549841 0.5841294 0.62418604 0.23103473 0.30815026 0.6693132 output (0, 2) (0, 1) (0, 4) (2, 3)
0.7000134 0.1194649 0.49881178 0.17256337 0.65054435 0.0292059 0.12992755 0.22470672 0.5592149 0.2001156 output (0, 2) (0, 4) (1, 4) (1, 3)
0.64195514 0.19236873 0.85784775 0.8057969 0.31722388 0.13997306 0.37363243 0.07514966 0.6811178 0.68115544 output (0, 3) (0, 4) (1, 4) (2, 3)
0.4009276 0.518257 0.82077026 0.115574576 0.45640048 0.74966365 0.64832324 0.4883459 0.5513605 0.75219226 output (0, 2) (0, 3) (1, 3) (2, 4)
0.82102805 0.6754906 0.86109835 0.3455008 0.40128922 0.7849407 0.4471499 0.13244337 0.83252305 0.14006504 output (0, 1) (0, 2) (1, 4) (3, 4)
0.62790096 0.40513667 0.6461989 0.27211592 0.6102905 0.16368979 0.02297736 0.41625768 0.5796944 0.8941316 output (0, 1) (0, 4) (0, 3) (1, 2)
0.21035217 0.97705853 0.296223 0.014833857 0.03908229 0.2144884 0.17103131 0.57729304 0.92907023 0.9177012 output (0, 3) (0, 4) (1, 2) (2, 3)
0.064547695 0.2008728 0.6302078 0.9867501 0.010939215 0.97997576 0.7524014 0.49081895 0.3917846 0.57750535 output (0, 4) (1, 4) (2, 4) (3, 4)
0.10703692 0.014353831 0.6058636 0.6181328 0.49658257 0.047978356 0.19586702 0.39425123 0.14629392 0.34794974 output (0, 4) (0, 2) (1, 3) (3, 4)
0.1317184 0.036010284 0.7602246 0.3416693 0.6523679 0.855737 0.83403194 0.50807405 0.69864976 0.17020983 output (0, 4) (1, 3) (1, 4) (2, 3)
0.046740405 0.79890037 0.17642133 0.1465578 0.59426886 0.8306088 0.3742675 0.5111669 0.25310123 0.27120274 output (0, 3) (1, 4) (2, 3) (3, 4)
0.20180082 0.17733513 0.6177725 0.6030385 0.13130932 0.2466652 0.26088 0.08017249 0.9447664 0.33247942 output (0, 2) (0, 3) (0, 1) (1, 4)
0.80970824 0.5178331 0.66666365 0.37035665 0.5905936 0.11976855 0.30098778 0.11706623 0.46908838 0.107779115 output (0, 1) (1, 2) (2, 4) (3, 4)
0.83944565 0.76304823 0.2937852 0.23765023 0.33782005 0.021954846 0.44416544 0.49245012 0.16746347 0.994292 output (0, 3) (1, 2) (1, 3) (3, 4)
0.11510613 0.5117292 0.9319703 0.735551 0.38829672 0.5819411 0.827271 0.8309243 0.31441954 0.6851207 output (0, 4) (1, 3) (2, 4) (2, 3)
0.72176784 0.7681452 0.851138 0.7470291 0.07775693 0.88647974 0.9926299 0.30033946 0.8524441 0.7091255 output (0, 1) (0, 2) (1, 4) (3, 4)
0.032175682 0.77509314 0.3400547 0.43046486 0.4967667 0.9839359 0.5718895 0.18431103 0.44024515 0.17359741 output (0, 1) (0, 2) (1, 4) (3, 4)
0.39919192 0.89321005 0.84424675 0.5208841 0.107687384 0.3816258 0.23653196 0.35188204 0.5449071 0.14542805 output (0, 3) (1, 4) (2, 3) (3, 4)
0.13139293 0.6258279 0.56657505 0.15836003 0.115000404 0.06683238 0.3966264 0.52801085 0.15234837 0.7164872 output (0, 4) (0, 3) (1, 3) (1, 2)
0.06182215 0.1787507 0.99580455 0.60340685 0.70339626 0.57111925 0.84982604 0.02361468 0.08245929 0.0827881 output (0, 4) (0, 2) (1, 2) (2, 3)
0.4950489 0.1743093 0.68814737 0.15896356 0.57307446 0.11818254 0.47746363 0.6282274 0.8234356 0.9447301 output (0, 2) (0, 3) (1, 2) (3, 4)
0.6322833 0.15767734 0.40499952 0.21905324 0.66840035 0.9238442 0.78138494 0.48115817 0.5866614 0.42894635 output (0, 1) (0, 4) (2, 3) (3, 4)
0.75769883 0.22157207 0.030297259 0.028859235 0.92660135 0.77394426 0.92348033 0.6475991 0.93271106 0.09019027 output (0, 4) (0, 3) (0, 1) (2, 3)
0.18139818 0.78074354 0.4528312 0.61695576 0.28404987 0.68243974 0.77745694 0.063129544 0.491981 0.06489409 output (0, 2) (1, 2) (1, 4) (3, 4)
0.3151957 0.98609394 0.8677884 0.8774573 0.77472365 0.4554002 0.60435855 0.5848977 0.25262415 0.48505363 output (0, 3) (1, 3) (2, 3) (3, 4)
0.8642374 0.9108446 0.86416656 0.7951839 0.4237076 0.19295873 0.8443514 0.9194454 0.44012767 0.9638825 output (0, 3) (0, 1) (1, 2) (3, 4)
0.7369933 0.72931105 0.942756 0.56664157 0.74622715 0.72467977 0.63111144 0.44123474 0.48303804 0.74503064 output (0, 2) (0, 4) (1, 2) (2, 3)
0.83654237 0.11486502 0.88073516 0.3676056 0.52703476 0.96601015 0.38271615 0.56700283 0.10377629 0.81007034 output (0, 1) (1, 3) (2, 3) (3, 4)
0.7021006 0.78772455 0.7228188 0.032200493 0.31041643 0.54012734 0.87872124 0.62747246 0.61380845 0.13864979 output (0, 3) (0, 2) (1, 4) (2, 4)
0.955694 0.52995837 0.29009336 0.57253003 0.55609214 0.961116 0.7330116 0.9986523 0.50997066 0.35965776 output (0, 4) (1, 4) (1, 2) (2, 3)
0.04841261 0.9064948 0.5959706 0.24160416 0.5981248 0.543144 0.8028793 0.28347448 0.2498735 0.57609123 output (0, 4) (1, 3) (1, 2) (2, 4)
0.74072176 0.07149807 0.38359356 0.22129397 0.122006565 0.33545533 0.9729946 0.08679506 0.18428098 0.74146384 output (0, 3) (0, 1) (1, 2) (2, 4)
0.9315378 0.89236116 0.1471909 0.32109818 0.35315892 0.6158795 0.6284089 0.19683865 0.5684238 0.20584853 output (0, 2) (1, 2) (1, 4) (3, 4)
0.006184049 0.2838472 0.94303983 0.5204376 0.7768683 0.47222203 0.5397714 0.28553614 0.5647153 0.6871652 output (0, 3) (1, 2) (2, 3) (2, 4)
0.48903558 0.33327147 0.18377447 0.6540993 0.007979874 0.903245 0.12164486 0.10315336 0.5043236 0.90858316 output (0, 3) (0, 1) (1, 2) (1, 4)
0.47815743 0.97177094 0.66287225 0.78369343 0.56472206 0.2854842 0.3632375 0.96643233 0.5645355 0.73610425 output (0, 3) (0, 4) (1, 4) (2, 4)
0.17089441 0.20608158 0.0993503 0.15945834 0.58567077 0.022975028 0.54369295 0.8847093 0.31829494 0.96488374 output (0, 1) (0, 2) (0, 4) (3, 4)
0.52382237 0.7750269 0.31990707 0.5129436 0.02779701 0.23553325 0.9638347 0.56061256 0.49061593 0.84910953 output (0, 4) (0, 1) (0, 3) (1, 2)
0.5029775 0.5665478 0.22478452 0.008468874 0.5658834 0.8190126 0.42687014 0.58222836 0.1167989 0.29934257 output (0, 3) (0, 2) (1, 4) (3, 4)
0.083304204 0.34860292 0.4320957 0.10363197 0.23749119 0.5530598 0.8603068 0.9834918 0.6710064 0.27051893 output (0, 2) (0, 1) (1, 4) (3, 4)
0.031275585 0.37802064 0.5409507 0.9587562 0.8183859 0.11457665 0.57944626 0.464264 0.8172708 0.26798218 output (0, 3) (1, 3) (2, 4) (3, 4)
0.80296034 0.59143 0.7532975 0.7160578 0.01384859 0.02869683 0.77034235 0.016825706 0.79985464 0.4074435 output (0, 1) (0, 4) (2, 3) (3, 4)
0.042470522 0.5602047 0.69277215 0.52452654 0.22505726 0.9161265 0.116377965 0.84778816 0.3874153 0.40682817 output (0, 3) (0, 4) (1, 4) (2, 3)
0.6156459 0.8685474 0.34337586 0.52990574 0.9517011 0.9933305 0.98665804 0.69932413 0.7625716 0.283325 output (0, 2) (0, 1) (2, 3) (3, 4)
0.598328 0.5847117 0.62651664 0.12295501 0.047133386 0.99997425 0.5359365 0.7536745 0.46910065 0.44967666 output (0, 3) (0, 4) (1, 4) (2, 3)
0.21041463 0.45932811 0.7198658 0.25694457 0.17997316 0.5729798 0.53609276 0.402651 0.35150558 0.92434084 output (0, 2) (0, 3) (1, 3) (2, 4)
0.9137873 0.09543213 0.89615715 0.7315602 0.6990741 0.7977803 0.3922473 0.6138967 0.5560288 0.59779763 output (0, 4) (1, 2) (2, 4) (3, 4)
0.74772114 0.5154488 0.6488289 0.9051766 0.18809603 0.6727746 0.22879697 0.8809801 0.30564976 0.15524974 output (0, 1) (1, 3) (2, 3) (2, 4)
0.631011 0.79176575 0.997951 0.29932767 0.5019154 0.55953777 0.99851525 0.95967424 0.6797788 0.70230734 output (0, 4) (0, 3) (1, 4) (2, 4)
0.58185995 0.454076 0.59924805 0.76431555 0.787399 0.39798903 0.003694093 0.93765 0.27352217 0.6993705 output (0, 2) (0, 1) (1, 4) (3, 4)
0.44215006 0.3502136 0.43309018 0.71291417 0.19851811 0.85894823 0.8924698 0.45806697 0.48185864 0.591244 output (0, 4) (1, 4) (1, 2) (3, 4)
0.4858734 0.63694423 0.43325832 0.64310825 0.7258319 0.27576634 0.44257697 0.47048566 0.14025427 0.3820731 output (0, 1) (0, 3) (2, 3) (3, 4)
0.33287212 0.23644547 0.9364479 0.6046572 0.62267023 0.07060057 0.5225062 0.79702187 0.6188914 0.33379266 output (0, 4) (1, 4) (1, 3) (2, 4)
0.94692725 0.06318452 0.5723966 0.9392491 0.13361913 0.7222233 0.9549054 0.33640897 0.6114278 0.1277281 output (0, 3) (0, 4) (1, 2) (1, 3)
0.11288457 0.5112157 0.094289236 0.57804495 0.47682494 0.4332197 0.63793236 0.88110834 0.7483189 0.45121574 output (0, 1) (0, 2) (2, 4) (3, 4)
0.8454454 0.12626041 0.5170171 0.8290774 0.51210403 0.8725501 0.9783432 0.9186944 0.4935241 0.2826073 output (0, 4) (1, 2) (1, 4) (2, 3)
0.169814 0.12196434 0.86891526 0.3213045 0.09400553 0.67054313 0.18636061 0.032316037 0.11180964 0.20937657 output (0, 3) (0, 4) (0, 1) (2, 4)
0.3259408 0.9299064 0.061036088 0.858942 0.93416077 0.13955365 0.041754797 0.7369352 0.76962477 0.47230962 output (0, 1) (0, 4) (1, 3) (2, 4)
0.9077991 0.89542913 0.6163126 0.94025 0.62467474 0.84893405 0.5704543 0.2589349 0.016319636 0.038430482 output (0, 2) (1, 2) (2, 3) (3, 4)
0.052423526 0.18906365 0.9021248 0.3443999 0.8666325 0.17933185 0.96301955 0.5329515 0.29939175 0.65731484 output (0, 4) (1, 2) (1, 3) (3, 4)
0.006105425 0.809851 0.06841168 0.48072505 0.5025679 0.16740547 0.24983877 0.32776302 0.41701782 0.87709963 output (0, 1) (0, 4) (1, 3) (2, 3)
0.8505925 0.6191431 0.7939776 0.8575587 0.94789296 0.73001564 0.82664067 0.53081155 0.33340368 0.20137735 output (0, 3) (0, 2) (1, 2) (3, 4)
0.6415291 0.07291369 0.24766403 0.30511934 0.874853 0.92512393 0.5289657 0.03573223 0.6504689 0.99351245 output (0, 3) (1, 3) (1, 4) (2, 4)
0.025500126 0.24206445 0.6667182 0.45612603 0.36770394 0.054680962 0.16093308 0.90598845 0.26388633 0.95772487 output (0, 2) (1, 2) (1, 4) (3, 4)
0.115366004 0.2244208 0.35133457 0.30690452 0.035341416 0.9688452 0.80868137 0.76425964 0.33371678 0.33235884 output (0, 4) (1, 4) (2, 4) (3, 4)
0.41155994 0.09119382 0.065668136 0.25805637 0.7320669 0.45377457 0.667481 0.18891826 0.16766901 0.80372125 output (0, 3) (0, 1) (1, 4) (2, 3)
0.8407281 0.41350934 0.78189987 0.10331385 0.11881977 0.067374274 0.21986882 0.87284327 0.08176288 0.19668992 output (0, 1) (1, 2) (2, 4) (3, 4)
0.059186373 0.13771744 0.112943836 0.16953303 0.54290926 0.27858555 0.12168301 0.8953708 0.6176048 0.2331183 output (0, 1) (1, 2) (1, 3) (2, 4)
0.006308236 0.25982323 0.9975655 0.22225493 0.77021 0.27296156 0.42979282 0.6478459 0.018304264 0.48063073 output (0, 4) (1, 2) (2, 3) (3, 4)
0.0514093 0.96837425 0.78810585 0.8499556 0.80907184 0.34067342 0.80025804 0.26413321 0.8418826 0.7030292 output (0, 1) (1, 4) (2, 3) (2, 4)
0.07097644 0.15746951 0.89566755 0.028347034 0.40532207 0.20132428 0.7940659 0.9196431 0.52022034 0.9156302 output (0, 2) (1, 2) (2, 4) (3, 4)
0.9396462 0.5855057 0.51860446 0.3667078 0.23090255 0.50660306 0.7589315 0.4968737 0.14150898 0.5917868 output (0, 3) (1, 3) (1, 2) (2, 4)
0.051091917 0.1241212 0.20152558 0.54703426 0.6717854 0.9800923 0.5347495 0.843846 0.092184156 0.5501923 output (0, 4) (1, 4) (1, 3) (2, 3)
0.6499634 0.030537162 0.33921516 0.19921944 0.05774414 0.8422923 0.18607862 0.8151636 0.51852894 0.036358725 output (0, 4) (1, 4) (1, 3) (2, 3)
0.79374886 0.35019928 0.30486688 0.55204576 0.5685528 0.18571034 0.4984002 0.66674256 0.22955917 0.29874194 output (0, 2) (1, 3) (1, 4) (2, 4)
0.7388965 0.052687928 0.09225656 0.05112038 0.1656459 0.05477828 0.9604525 0.94094545 0.71298623 0.73544204 output (0, 2) (0, 4) (1, 2) (3, 4)
0.8399157 0.14852375 0.47056887 0.15084004 0.6174038 0.0541083 0.30947152 0.49703664 0.9185798 0.60062385 output (0, 2) (0, 4) (1, 2) (1, 3)
0.25381064 0.27794826 0.1677273 0.31222707 0.044517178 0.6945119 0.6996357 0.79511535 0.05852952 0.1925582 output (0, 1) (1, 4) (1, 2) (2, 3)
0.29024938 0.8845963 0.08737956 0.6891537 0.6582702 0.19256113 0.39624944 0.21185903 0.86872774 0.8543699 output (0, 1) (0, 4) (1, 3) (2, 3)
0.3958557 0.47774127 0.49399137 0.2743622 0.06608277 0.22995622 0.7044279 0.16751668 0.8573386 0.030781684 output (0, 1) (0, 2) (1, 3) (3, 4)
0.8594504 0.7827453 0.061319813 0.9780953 0.67959225 0.3724751 0.23578812 0.55131423 0.26395208 0.44404408 output (0, 2) (1, 3) (2, 4) (3, 4)
0.47754917 0.25599712 0.27760938 0.728003 0.87929696 0.65310496 0.032622434 0.5624348 0.36277112 0.06622479 output (0, 4) (0, 1) (0, 2) (1, 3)
0.11387066 0.24447027 0.7015374 0.016445147 0.02363328 0.32432804 0.8847905 0.22323151 0.024159808 0.46663502 output (0, 2) (0, 1) (1, 3) (2, 4)
0.28873327 0.75252515 0.40737772 0.61448437 0.8066981 0.12805064 0.3973668 0.690101 0.6349943 0.9292635 output (0, 3) (1, 3) (1, 2) (3, 4)
0.050728004 0.97591054 0.6864893 0.14480898 0.773921 0.25927368 0.35432005 0.33059132 0.12761895 0.8088928 output (0, 4) (1, 2) (1, 3) (3, 4)
0.20457207 0.1783127 0.8535017 0.42592072 0.111027755 0.19950815 0.65593195 0.77543676 0.8313532 0.93654 output (0, 2) (0, 1) (1, 3) (3, 4)
0.09295959 0.8001624 0.8326349 0.2553988 0.38031083 0.725531 0.9106621 0.37162662 0.053911567 0.10486652 output (0, 2) (0, 4) (1, 3) (2, 3)
0.551205 0.7811608 0.44392085 0.3672393 0.30237865 0.120500825 0.78064734 0.6646998 0.6156154 0.76772827 output (0, 4) (0, 1) (1, 2) (3, 4)
0.9069132 0.59512615 0.27193934 0.9565454 0.19591743 0.9104993 0.3147409 0.8089714 0.7156637 0.30660653 output (0, 4) (0, 3) (1, 2) (1, 3)
0.0022501287 0.91253287 0.31795865 0.2801855 0.74504185 0.08980996 0.3392068 0.030207705 0.39197376 0.5065216 output (0, 4) (1, 4) (1, 3) (2, 3)
0.116909645 0.26475808 0.34593594 0.9267025 0.55616933 0.5902433 0.9238479 0.27826628 0.21963325 0.41974846 output (0, 4) (1, 2) (2, 4) (2, 3)
0.32735005 0.16984884 0.91951156 0.85865897 0.8406171 0.672212 0.77320045 0.21890545 0.91326636 0.44683608 output (0, 3) (1, 2) (2, 4) (3, 4)
0.7038805 0.67554235 0.3727872 0.6678903 0.92414534 0.8513776 0.715085 0.43912384 0.10613511 0.39915958 output (0, 3) (0, 2) (0, 1) (1, 4)
0.3971197 0.61673254 0.3424157 0.49442893 0.7016335 0.82401544 0.3361459 0.73468417 0.41050035 0.08589134 output (0, 3) (0, 1) (0, 2) (1, 4)
0.96428967 0.4588698 0.72993904 0.51798 0.16562623 0.5584886 0.5673455 0.3254233 0.18884246 0.13933836 output (0, 1) (1, 3) (2, 4) (3, 4)
0.9949171 0.92554426 0.7536523 0.55636317 0.751832 0.92230254 0.13979746 0.9109016 0.8500916 0.56104475 output (0, 2) (1, 4) (1, 2) (2, 3)
0.72151583 0.542572 0.44526795 0.24604563 0.11161241 0.76564604 0.22054851 0.9138834 0.1407462 0.4301887 output (0, 1) (1, 4) (2, 3) (2, 4)
0.5841806 0.9135648 0.2860574 0.24074231 0.9658788 0.86997163 0.65751135 0.72626036 0.02512948 0.71121246 output (0, 3) (0, 4) (1, 4) (2, 3)
0.8447459 0.97415435 0.39800617 0.5992967 0.33139884 0.016124217 0.7479921 0.12660545 0.67478937 0.58798397 output (0, 4) (1, 4) (2, 3) (3, 4)
0.9424263 0.49708116 0.044619896 0.2633336 0.11317073 0.98347956 0.121155 0.82840705 0.49672297 0.6050524 output (0, 4) (1, 4) (2, 3) (3, 4)
0.899818 0.69238454 0.703805 0.037668753 0.7432504 0.5591755 0.38930508 0.8496142 0.101088546 0.97096115 output (0, 2) (1, 2) (2, 3) (3, 4)
0.47939742 0.9238931 0.7648769 0.6789396 0.2950386 0.5734645 0.9380588 0.28736523 0.8546133 0.28602841 output (0, 1) (0, 2) (1, 4) (3, 4)
0.9309726 0.8753688 0.43159235 0.20050687 0.35935178 0.4706123 0.60315233 0.50610775 0.70740896 0.4255835 output (0, 3) (1, 2) (2, 3) (3, 4)
0.19115242 0.7755532 0.72500986 0.1933811 0.09877011 0.9704076 0.09387896 0.6283673 0.046194326 0.74663347 output (0, 4) (0, 2) (1, 3) (3, 4)
0.66251016 0.7433934 0.3804475 0.32677698 0.8568353 0.8164032 0.8363377 0.12996884 0.39104912 0.9626476 output (0, 2) (0, 4) (0, 1) (1, 3)
0.08426771 0.59535277 0.6356963 0.7878543 0.71809083 0.35687423 0.9775647 0.79228973 0.7719515 0.33252105 output (0, 1) (1, 3) (1, 2) (2, 4)
0.78701997 0.09870152 0.60593385 0.7340232 0.15156552 0.31127685 0.5007831 0.5147567 0.7528998 0.9629984 output (0, 3) (1, 3) (1, 4) (2, 3)
0.15220395 0.8533336 0.059856527 0.33049095 0.782844 0.40380025 0.023947911 0.08208332 0.883257 0.8729646 output (0, 1) (1, 3) (1, 2) (2, 4)
0.620412 0.62729573 0.40339312 0.50777847 0.47047272 0.34422097 0.36954907 0.5912884 0.068539135 0.017066 output (0, 1) (1, 3) (1, 2) (2, 4)
0.9109102 0.19755918 0.36894408 0.53849524 0.7892582 0.028997213 0.80525666 0.23596491 0.14028086 0.0051427074 output (0, 3) (1, 3) (1, 4) (2, 3)
0.5448035 0.48057055 0.6807099 0.0889911 0.07058585 0.16527145 0.7036314 0.09382526 0.34144837 0.7780726 output (0, 4) (0, 1) (0, 2) (1, 3)
0.04208533 0.18659757 0.46818307 0.9456874 0.049528245 0.74367404 0.31983256 0.26264974 0.70500124 0.13302839 output (0, 3) (1, 2) (2, 3) (3, 4)
0.84706825 0.38673437 0.2210255 0.9362876 0.75874263 0.47258142 0.25730738 0.5349349 0.10483128 0.103359215 output (0, 2) (1, 3) (2, 3) (3, 4)
0.96929395 0.5041472 0.1917113 0.75117666 0.7549727 0.3493028 0.18658194 0.9307642 0.6658932 0.72785777 output (0, 2) (0, 4) (1, 3) (1, 4)
0.9717659 0.8804527 0.06882659 0.87975615 0.18727905 0.31146815 0.45039636 0.03779207 0.6539073 0.676802 output (0, 4) (1, 2) (2, 3) (2, 4)
0.7220864 0.27063838 0.09939207 0.43510848 0.64066994 0.74953026 0.300013 0.76161414 0.8750017 0.24274443 output (0, 4) (0, 2) (1, 3) (2, 3)
0.48661205 0.6556914 0.09662196 0.33174437 0.06855323 0.7646968 0.5096497 0.9585296 0.25882202 0.3148474 output (0, 3) (0, 4) (0, 2) (1, 4)
0.8750346 0.2662173 0.77330357 0.54351187 0.99626034 0.08682964 0.5886094 0.45325243 0.9863237 0.13608672 output (0, 4) (0, 1) (1, 3) (2, 4)
0.16499719 0.7053217 0.4895708 0.50127816 0.08464661 0.32136098 0.92442626 0.028885603 0.97831017 0.70772415 output (0, 1) (0, 2) (1, 4) (1, 3)
0.7106142 0.99248064 0.7316633 0.5641448 0.00573292 0.9246039 0.32117757 0.36149064 0.7009854 0.6276766 output (0, 4) (1, 4) (1, 3) (2, 3)
0.28360945 0.5984805 0.91651505 0.45393217 0.3563873 0.88586366 0.94446653 0.60358316 0.931837 0.5055657 output (0, 2) (0, 1) (1, 4) (3, 4)
0.4859279 0.4583839 0.67945683 0.100420654 0.362933 0.074130386 0.59299004 0.53933996 0.7618022 0.30512562 output (0, 3) (1, 4) (1, 2) (3, 4)
0.7431119 0.26863295 0.4960422 0.038197927 0.2768367 0.17824544 0.24068432 0.5711059 0.307677 0.71673757 output (0, 1) (1, 2) (2, 3) (3, 4)
0.5189798 0.5969518 0.4080834 0.6614586 0.32010123 0.67794824 0.13397147 0.295484 0.7865657 0.91392565 output (0, 1) (0, 4) (1, 2) (2, 3)
0.9195706 0.12016724 0.94720966 0.92695296 0.6363024 0.12343133 0.68603194 0.6291148 0.62009895 0.5132173 output (0, 2) (1, 3) (2, 4) (3, 4)
0.83587104 0.93018854 0.95249605 0.9032577 0.20269562 0.4450024 0.61975175 0.40096623 0.12800919 0.58184904 output (0, 1) (0, 3) (2, 4) (2, 3)
0.09630629 0.78636634 0.64757 0.43703267 0.29244542 0.2642087 0.038183887 0.21960647 0.69633293 0.272972 output (0, 2) (1, 4) (1, 2) (2, 3)
0.739086 0.14656296 0.6716053 0.19993545 0.67508805 0.41165894 0.5125079 0.52212167 0.504619 0.8006506 output (0, 1) (1, 2) (2, 3) (3, 4)
0.40838683 0.8489954 0.3581645 0.03970654 0.36399296 0.53827924 0.90672475 0.24995637 0.9116777 0.31327993 output (0, 2) (1, 2) (1, 3) (3, 4)
0.44019195 0.8693849 0.5447842 0.5237411 0.60267335 0.1951958 0.7176277 0.1991504 0.25555345 0.8700299 output (0, 4) (0, 1) (1, 2) (2, 3)
0.16822086 0.7679125 0.47653002 0.027946467 0.7821113 0.5442503 0.08431012 0.64312136 0.5302597 0.021392401 output (0, 3) (0, 2) (1, 4) (2, 4)
0.08371995 0.12057956 0.6656456 0.60400254 0.81956315 0.880088 0.029195365 0.16400164 0.99663264 0.053153913 output (0, 3) (0, 1) (1, 2) (1, 4)
0.6180805 0.6201581 0.390601 0.5135649 0.96199614 0.85115546 0.7330604 0.6593805 0.96163046 0.25677562 output (0, 3) (0, 1) (2, 3) (3, 4)
0.4418524 0.9603618 0.6285115 0.25920448 0.01952832 0.5893875 0.03154085 0.9226332 0.48265675 0.00028292625 output (0, 3) (1, 4) (1, 2) (2, 3)
0.058951776 0.07960192 0.026223248 0.12187583 0.25143817 0.22601047 0.31419274 0.056756333 0.31490007 0.99196243 output (0, 1) (0, 2) (2, 3) (2, 4)
0.5322203 0.5634686 0.251591 0.7963446 0.5250962 0.35670203 0.08298417 0.22234432 0.12712356 0.30028316 output (0, 2) (0, 1) (2, 4) (3, 4)
0.79042023 0.36502212 0.3856291 0.57551813 0.048009433 0.60536283 0.61421347 0.79595596 0.6439883 0.3853112 output (0, 4) (1, 3) (1, 4) (1, 2)
0.22247222 0.19806765 0.117178515 0.6797267 0.9652849 0.67848575 0.5213697 0.03628817 0.0045006797 0.14059073 output (0, 4) (0, 3) (0, 1) (2, 3)
0.7002158 0.27483535 0.75244915 0.10124324 0.41300067 0.22951056 0.49494404 0.5442542 0.8890106 0.05167528 output (0, 1) (0, 2) (1, 4) (2, 3)
